id,y
0,1.7554658907337313
1,1.7783210520736858
2,0.6980700457791329
3,6.276468595067357
4,3.7934995918661514
5,3.479530929999868
6,1.061689392891921
7,2.955850068586159
8,1.782603207048659
9,0.3493648112553984
10,0.9416262301655252
11,3.2999874453844598
12,2.511446952406615
13,3.3140927585857156
14,0.3711757403131202
15,0.9700874588399984
16,7.277127582253804
17,6.552765143407527
18,4.6609329311353065
19,3.1927331595773296
20,9.251415094955277
21,7.8921005948578085
22,1.06674442018587
23,1.0696164072993781
24,11.331041609298623
25,3.5254967572907816
26,1.4841029700784105
27,4.146020759725872
28,6.504830687872101
29,5.104034420659858
30,1.9611605876264946
31,2.415922724618852
32,3.325752832530611
33,2.1440978636880743
34,8.80942759356077
35,8.512181082906366
36,0.5957682280518668
37,4.798199469165041
38,1.4507107469327494
39,0.031130137172510786
40,3.791916053994825
41,2.8683018407675434
42,3.4893850321299738
43,3.6735593582499178
44,2.7878810278762103
45,2.443374786257891
46,4.683413419088851
47,11.330897687918807
48,3.6608764834922027
49,3.649319186272173
50,2.2715394611810638
51,11.384228779217139
52,0.954652037687481
53,4.661468362681376
54,5.41933219609696
55,7.122663835392274
56,1.6394489955559806
57,0.6324162088779559
58,1.6158714272056542
59,2.2058978682564145
60,2.7041956909463494
61,9.687880756805995
62,2.95329695585545
63,0.08815945723728191
64,4.041374299405462
65,4.1568940504295995
66,2.370231771743306
67,11.132749632686796
68,0.7461963451324038
69,0.9641441949535903
70,3.4982182246898077
71,0.5767788327651004
72,2.1708108490653473
73,7.164412490194778
74,2.2312838182696595
75,4.797069473994071
76,1.8721530298222575
77,2.2658581654128795
78,14.506513445310091
79,4.950151866846241
80,2.4742120602809763
81,1.1739234387492417
82,0.2674661127900606
83,0.7614530655755658
84,0.4011481420139802
85,1.0230220695194987
86,2.402514673010444
87,1.5443212747751005
88,0.09102241608982808
89,1.407699180510832
90,4.051315141649489
91,6.799889021925935
92,2.1032151656019806
93,4.022561196822778
94,1.664954146920536
95,2.2201829510136974
96,11.010783052704525
97,5.704254489323873
98,10.212275655317342
99,7.8376758968978635
100,6.035467896880846
101,1.904739212994798
102,7.87236852535294
103,0.5954589291659431
104,5.2707788149541415
105,4.12694065320099
106,7.127015142774212
107,0.11137553098006947
108,8.954430273797556
109,5.442245320358211
110,0.02944570706993943
111,0.930240680317894
112,3.7047857482347126
113,6.7508455700181145
114,1.4122857310429993
115,2.262483700911062
116,3.1124466335686805
117,3.313446096924139
118,1.850438228478069
119,3.3256338771393956
120,9.016081776801599
121,1.4564957299730281
122,1.2692846079625184
123,5.518158596022971
124,3.3380728159371813
125,9.425619254730549
126,2.9654249527750807
127,0.5697716911785733
128,4.902576117798333
129,0.8147207583756213
130,3.0142889648135167
131,5.167870802101561
132,0.25340581138368634
133,9.122481876223361
134,9.057182519008634
135,2.2997532554482802
136,3.7178603148335725
137,5.36614007384685
138,2.6742499730375044
139,2.6834155527212857
140,1.2702938215047084
141,0.8886071642166087
142,3.82811361268962
143,4.760183649322926
144,0.530505818175115
145,0.8538750450449726
146,1.639448438017908
147,10.958525007520556
148,1.793605019020049
149,9.874893368919885
150,1.320237695343664
151,15.391624175078086
152,6.135679683221653
153,1.4303276048160427
154,7.30322008309507
155,0.6997948054742764
156,3.465765342860365
157,1.8163207582514929
158,0.9303224663455438
159,0.08546880622290587
160,0.40272497481764447
161,1.444346947127741
162,1.5443177323779338
163,2.640530856114353
164,0.9877897931844615
165,0.015580334659745176
166,10.003068858562656
167,4.574669576087999
168,1.9020979309655388
169,4.532710392680656
170,0.9119788057769966
171,2.8097323535420173
172,6.662164437959518
173,6.405078150399888
174,6.143283732874352
175,3.894768715239607
176,3.2234374126360734
177,2.7241562882590244
178,6.446289608676125
179,7.376127836523921
180,1.9712999951491952
181,1.086744875045639
182,0.6349418678143195
183,2.594985145838507
184,6.963725692689579
185,0.2536717301549771
186,5.1123841130995515
187,1.3050255795157355
188,6.875647098173573
189,3.3587451113693447
190,2.2164913458163795
191,6.604917277936913
192,3.2643424418112374
193,2.05345345373685
194,0.590031388891262
195,2.0604115298361734
196,4.490921818377046
197,8.903797210910149
198,1.3521639720468954
199,2.1041237978270146
200,0.1487278670209946
201,3.9139581176039258
202,3.208320015753486
